trial  XDAT   ttype  cond   occur  face#  roi#   x      y      w      h      							x	y	w	h
87	162	2	3	2	2	2	290.84	197.21	59.73	30.72
87	162	2	3	2	2	3	305.07	226.93	24.18	20.48
87	162	2	3	2	2	4	300.09	249.63	39.82	22.19
88	121	2	3	2	0	1	194.84	181.18	76.8	116.91
88	121	2	3	2	0	2	203.38	196.31	61.16	29.01
88	121	2	3	2	0	3	220.44	224.33	29.16	20.48
88	121	2	3	2	0	4	217.6	246.96	34.13	25.6
88	121	2	3	2	1	1	280.89	179.4	81.07	126.29
88	121	2	3	2	1	2	288.71	195.42	66.84	33.28
88	121	2	3	2	1	3	305.78	227.7	32.71	21.33
88	121	2	3	2	1	4	303.64	251.38	37.69	22.19
88	121	2	3	2	2	1	368.36	179.4	76.8	113.49
88	121	2	3	2	2	2	372.62	192.75	63.29	34.13
88	121	2	3	2	2	3	387.56	225.89	27.73	21.33
88	121	2	3	2	2	4	383.29	249.59	36.27	22.19
89	141	2	3	2	0	1	201.24	174.94	70.4	111.79
89	141	2	3	2	0	2	202.67	194.53	54.04	29.01
89	141	2	3	2	0	3	211.91	222.55	27.02	20.48
89	141	2	3	2	0	4	212.62	245.18	34.13	19.63
89	141	2	3	2	1	1	280.18	176.73	75.38	109.23
89	141	2	3	2	1	2	282.31	188.3	58.31	34.13
89	141	2	3	2	1	3	288.71	221.43	33.42	21.33
89	141	2	3	2	1	4	294.4	245.14	31.29	17.92
89	141	2	3	2	2	1	369.07	176.73	78.93	113.49
89	141	2	3	2	2	2	371.91	187.41	58.31	29.01
89	141	2	3	2	2	3	379.02	215.42	29.87	20.48
89	141	2	3	2	2	4	376.18	238.06	39.11	23.04
90	161	2	3	1	0	1	199.11	178.51	74.67	117.76
90	161	2	3	1	0	2	201.24	194.53	62.58	31.57
90	161	2	3	1	0	3	209.07	225.11	31.29	22.19
90	161	2	3	1	0	4	207.64	249.56	35.56	23.04
90	161	2	3	1	1	1	282.31	179.4	79.64	115.2
90	161	2	3	1	1	2	285.16	187.41	61.87	30.72
90	161	2	3	1	1	3	292.27	217.13	31.29	22.19
90	161	2	3	1	1	4	292.98	241.54	39.82	23.89
90	161	2	3	1	2	1	369.78	174.94	74.67	119.47
90	161	2	3	1	2	2	371.91	187.41	59.73	34.13
90	161	2	3	1	2	3	381.87	220.54	29.87	21.33
90	161	2	3	1	2	4	382.58	244.25	33.42	21.33
91	113	2	3	1	0	1	201.96	174.05	68.98	127.15
91	113	2	3	1	0	2	220.44	194.53	44.8	31.57
91	113	2	3	1	0	3	238.93	225.11	30.58	21.33
91	113	2	3	1	0	4	231.82	248.7	32	21.33
91	113	2	3	1	1	1	280.89	177.62	71.82	122.03
91	113	2	3	1	1	2	297.96	199.88	51.91	31.57
91	113	2	3	1	1	3	317.87	230.45	28.44	20.48
91	113	2	3	1	1	4	316.44	253.19	28.44	22.19
91	113	2	3	1	2	1	364.09	176.73	72.53	127.15
91	113	2	3	1	2	2	382.58	194.53	50.49	33.28
91	113	2	3	1	2	3	408.89	226.81	27.73	22.19
91	113	2	3	1	2	4	401.78	251.34	29.16	23.89
92	123	2	3	1	0	1	368.36	177.62	62.58	120.32
92	123	2	3	1	0	2	386.13	197.21	39.82	27.31
92	123	2	3	1	0	3	406.04	223.51	24.89	17.92
92	123	2	3	1	0	4	401.07	243.51	27.02	24.75
92	123	2	3	1	1	1	202.67	174.05	69.69	122.88
92	123	2	3	1	1	2	219.73	188.3	49.78	31.57
92	123	2	3	1	1	3	239.64	218.87	30.58	22.19
92	123	2	3	1	1	4	236.8	243.32	30.58	22.19
92	123	2	3	1	2	1	283.73	174.05	69.69	124.59
92	123	2	3	1	2	2	301.51	198.99	48.36	25.6
92	123	2	3	1	2	3	319.29	223.59	30.58	21.33
92	123	2	3	1	2	4	313.6	247.81	34.13	25.6
